UID,DAY_OF_WEEK,CRS_DEP_TIME,TAXI_OUT,TAXI_IN,ACTUAL_ELAPSED_TIME,DISTANCE,DISTANCE_GROUP,AIRLINE_ID,FL_DATE,ORIGIN_CITY_MARKET_ID,DEST_CITY_MARKET_ID,FL_NUM,UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST,DEST_CITY_NAME,DEST_STATE_ABR,FIRST_DEP_TIME,ARR_DELAY
2684,1,2107,15,3,93,545,3,19790,2017-06-12,30397,34027,1229,DL,ATL,"Atlanta, GA",GA,PBI,"West Palm Beach/Palm Beach, FL",FL,,14
2686,5,2335,12,3,48,223,1,20366,2017-06-16,30397,35249,5110,EV,ATL,"Atlanta, GA",GA,TLH,"Tallahassee, FL",FL,,-22
2687,1,1515,9,3,146,"1,012",5,19805,2017-06-12,30977,33195,53,AA,ORD,"Chicago, IL",IL,TPA,"Tampa, FL",FL,,-10
2688,2,1959,14,9,53,164,1,20366,2017-06-27,30431,30397,5132,EV,AVL,"Asheville, NC",NC,ATL,"Atlanta, GA",GA,,-22
2690,5,705,18,12,117,528,3,19977,2017-06-30,34576,30977,769,UA,ROC,"Rochester, NY",NY,ORD,"Chicago, IL",IL,,4
2691,5,845,15,4,130,777,4,19393,2017-06-09,30529,30977,319,WN,BDL,"Hartford, CT",CT,MDW,"Chicago, IL",IL,,-12
2693,1,1025,18,6,166,"1,217",5,19805,2017-06-26,30194,30852,2248,AA,DFW,"Dallas/Fort Worth, TX",TX,BWI,"Baltimore, MD",MD,,-16
2694,2,1630,11,5,61,220,1,19393,2017-06-06,30852,31703,330,WN,BWI,"Baltimore, MD",MD,ISP,"Islip, NY",NY,,0
2695,7,902,10,8,108,680,3,19790,2017-06-04,31650,30325,1708,DL,MSP,"Minneapolis, MN",MN,DEN,"Denver, CO",CO,,-23
2696,4,2125,16,21,129,622,3,20416,2017-06-22,30852,30977,369,NK,BWI,"Baltimore, MD",MD,ORD,"Chicago, IL",IL,,-11
2697,4,1745,14,6,88,475,2,20366,2017-06-15,30977,35412,3835,EV,ORD,"Chicago, IL",IL,TYS,"Knoxville, TN",TN,,-18
2698,4,851,13,5,41,100,1,19690,2017-06-22,32134,33830,256,HA,HNL,"Honolulu, HI",HI,OGG,"Kahului, HI",HI,,-3
2699,1,700,28,8,371,"2,586",11,20409,2017-06-12,31703,32457,15,B6,JFK,"New York, NY",NY,SFO,"San Francisco, CA",CA,,-16
2700,7,605,10,4,78,409,2,19790,2017-06-04,30852,31295,1937,DL,BWI,"Baltimore, MD",MD,DTW,"Detroit, MI",MI,,-18
2701,4,1604,19,10,109,544,3,19805,2017-06-22,31057,31703,2050,AA,CLT,"Charlotte, NC",NC,LGA,"New York, NY",NY,,4
2702,5,2116,13,8,321,"2,465",10,20409,2017-06-09,32575,31703,14,B6,LGB,"Long Beach, CA",CA,JFK,"New York, NY",NY,,-9
2703,2,1615,7,4,47,188,1,19393,2017-06-13,32457,34570,1717,WN,SJC,"San Jose, CA",CA,RNO,"Reno, NV",NV,,-6
2704,2,1445,13,4,237,"1,589",7,19790,2017-06-27,31650,32457,1699,DL,MSP,"Minneapolis, MN",MN,SFO,"San Francisco, CA",CA,,-14
2706,4,1350,20,6,83,361,2,19805,2017-06-22,30852,31057,1378,AA,BWI,"Baltimore, MD",MD,CLT,"Charlotte, NC",NC,,-3
2707,7,1030,13,3,78,405,2,19790,2017-06-11,31295,30852,2182,DL,DTW,"Detroit, MI",MI,DCA,"Washington, DC",VA,,-14
2708,3,1925,36,5,179,994,4,19393,2017-06-14,32467,30198,3312,WN,FLL,"Fort Lauderdale, FL",FL,PIT,"Pittsburgh, PA",PA,,64
2709,1,1830,11,6,125,896,4,19393,2017-06-19,30325,33342,3388,WN,DEN,"Denver, CO",CO,MKE,"Milwaukee, WI",WI,,39
2710,1,615,16,7,192,"1,182",5,20409,2017-06-26,31703,33495,675,B6,JFK,"New York, NY",NY,MSY,"New Orleans, LA",LA,,14
2711,1,1230,14,7,285,"2,306",10,19977,2017-06-05,30559,30852,260,UA,SEA,"Seattle, WA",WA,IAD,"Washington, DC",VA,,3
2712,1,2245,15,4,63,258,2,20366,2017-06-19,30977,31123,3984,EV,ORD,"Chicago, IL",IL,STL,"St. Louis, MO",MO,,-14
2713,3,820,24,4,78,271,2,19790,2017-06-21,30397,33728,2212,DL,ATL,"Atlanta, GA",GA,PNS,"Pensacola, FL",FL,,11
2714,1,935,6,6,131,846,4,19393,2017-06-05,32575,30325,4075,WN,SNA,"Santa Ana, CA",CA,DEN,"Denver, CO",CO,,3
2716,1,909,14,4,99,569,3,19930,2017-06-19,32457,34057,407,AS,SJC,"San Jose, CA",CA,PDX,"Portland, OR",OR,,-2
2717,2,1430,19,5,112,594,3,19790,2017-06-13,32467,30397,1781,DL,MIA,"Miami, FL",FL,ATL,"Atlanta, GA",GA,,-12
2718,5,1205,18,2,145,907,4,19790,2017-06-02,30397,31650,1715,DL,ATL,"Atlanta, GA",GA,MSP,"Minneapolis, MN",MN,,-14
2719,4,1750,8,11,66,287,2,19393,2017-06-29,30713,31884,3472,WN,BOI,"Boise, ID",ID,GEG,"Spokane, WA",WA,,7
2720,4,1202,11,11,161,"1,035",5,19790,2017-06-29,34027,31703,1242,DL,PBI,"West Palm Beach/Palm Beach, FL",FL,LGA,"New York, NY",NY,,-22
2722,7,1110,13,9,145,"1,062",5,19393,2017-06-25,30325,33495,5035,WN,DEN,"Denver, CO",CO,MSY,"New Orleans, LA",LA,,-12
2723,2,2240,9,4,35,95,1,19930,2017-06-20,32523,34828,70,AS,JNU,"Juneau, AK",AK,SIT,"Sitka, AK",AK,,-24
2724,1,945,12,10,156,"1,009",5,19930,2017-06-12,34057,30466,644,AS,PDX,"Portland, OR",OR,PHX,"Phoenix, AZ",AZ,,-5
2725,3,1735,14,30,101,349,2,20304,2017-06-28,30140,30325,5915,OO,ABQ,"Albuquerque, NM",NM,DEN,"Denver, CO",CO,,-1
2726,4,2115,20,5,71,316,2,19977,2017-06-15,30977,30647,976,UA,ORD,"Chicago, IL",IL,CLE,"Cleveland, OH",OH,,-12
2727,4,1255,11,5,149,932,4,20436,2017-06-15,33105,32467,1941,F9,CVG,"Cincinnati, OH",KY,FLL,"Fort Lauderdale, FL",FL,,-1
2729,4,1040,16,10,275,"1,947",8,19790,2017-06-29,32575,30397,1754,DL,LAX,"Los Angeles, CA",CA,ATL,"Atlanta, GA",GA,,-2
2730,1,1420,12,3,145,966,4,19977,2017-06-12,31453,32467,1246,UA,IAH,"Houston, TX",TX,FLL,"Fort Lauderdale, FL",FL,,-17
2731,5,1035,10,7,132,834,4,19393,2017-06-02,31454,30198,1254,WN,MCO,"Orlando, FL",FL,PIT,"Pittsburgh, PA",PA,,14
2732,1,1405,10,6,43,66,1,20304,2017-06-26,34433,32457,5740,OO,STS,"Santa Rosa, CA",CA,SFO,"San Francisco, CA",CA,,10
2733,7,2005,9,8,143,948,4,19393,2017-06-18,32457,30325,3004,WN,SJC,"San Jose, CA",CA,DEN,"Denver, CO",CO,,25
2734,7,1635,11,14,136,888,4,19977,2017-06-04,30325,30977,830,UA,DEN,"Denver, CO",CO,ORD,"Chicago, IL",IL,,-11
2735,6,813,24,9,92,280,2,20409,2017-06-17,30721,34100,459,B6,BOS,"Boston, MA",MA,PHL,"Philadelphia, PA",PA,,-13
2736,7,1915,15,3,80,372,2,19977,2017-06-04,32575,32457,538,UA,SNA,"Santa Ana, CA",CA,SFO,"San Francisco, CA",CA,,27
2737,1,1245,18,13,74,236,1,19805,2017-06-05,32211,32575,1347,AA,LAS,"Las Vegas, NV",NV,LAX,"Los Angeles, CA",CA,,64
2738,7,645,15,3,58,192,1,19805,2017-06-18,31454,32467,1461,AA,MCO,"Orlando, FL",FL,MIA,"Miami, FL",FL,,-14
2739,4,1455,14,6,156,"1,107",5,19805,2017-06-15,30559,30466,1355,AA,SEA,"Seattle, WA",WA,PHX,"Phoenix, AZ",AZ,,-19
2740,4,700,8,6,70,337,2,19393,2017-06-01,31066,30693,349,WN,CMH,"Columbus, OH",OH,BNA,"Nashville, TN",TN,,-6
2741,4,1745,12,5,180,"1,276",6,19805,2017-06-01,31650,30466,2519,AA,MSP,"Minneapolis, MN",MN,PHX,"Phoenix, AZ",AZ,,35
2742,5,640,11,5,103,606,3,20416,2017-06-16,30397,30977,550,NK,ATL,"Atlanta, GA",GA,ORD,"Chicago, IL",IL,,16
2743,5,530,9,6,209,"1,680",7,19393,2017-06-23,34570,30977,1366,WN,RNO,"Reno, NV",NV,MDW,"Chicago, IL",IL,,-18
2744,2,1116,16,3,99,458,2,20304,2017-06-13,30325,32280,5323,OO,DEN,"Denver, CO",CO,IDA,"Idaho Falls, ID",ID,,-6
2745,4,1247,31,7,338,"2,419",10,19977,2017-06-08,30852,32457,525,UA,IAD,"Washington, DC",VA,SFO,"San Francisco, CA",CA,,103
2746,5,700,11,7,123,834,4,19393,2017-06-30,30198,31454,1311,WN,PIT,"Pittsburgh, PA",PA,MCO,"Orlando, FL",FL,,-12
2747,5,1805,26,5,133,612,3,19977,2017-06-30,30977,30852,624,UA,ORD,"Chicago, IL",IL,DCA,"Washington, DC",VA,,11
2748,6,625,10,4,50,201,1,19790,2017-07-01,30198,31295,2426,DL,PIT,"Pittsburgh, PA",PA,DTW,"Detroit, MI",MI,,-17
2749,1,1040,7,5,61,333,2,19393,2017-07-10,32575,32457,4144,WN,ONT,"Ontario, CA",CA,SJC,"San Jose, CA",CA,,-7
2750,5,1245,20,5,121,502,3,19790,2017-07-07,31703,31295,583,DL,LGA,"New York, NY",NY,DTW,"Detroit, MI",MI,,173
2752,6,1255,15,2,78,349,2,20304,2017-07-29,30977,31650,4535,OO,MDW,"Chicago, IL",IL,MSP,"Minneapolis, MN",MN,,-19
2753,6,1711,28,16,163,944,4,20409,2017-07-29,31454,31703,84,B6,MCO,"Orlando, FL",FL,JFK,"New York, NY",NY,,12
2754,3,855,17,8,152,936,4,19805,2017-07-12,30194,31057,1435,AA,DFW,"Dallas/Fort Worth, TX",TX,CLT,"Charlotte, NC",NC,,-14
2755,3,705,22,4,85,393,2,19790,2017-07-26,31650,33198,2364,DL,MSP,"Minneapolis, MN",MN,MCI,"Kansas City, MO",MO,,4
2756,7,1845,41,9,108,337,2,20304,2017-07-09,32457,32575,4925,OO,SFO,"San Francisco, CA",CA,LAX,"Los Angeles, CA",CA,,3
2757,7,1920,12,6,139,837,4,20366,2017-07-02,31453,31871,4285,EV,IAH,"Houston, TX",TX,GSP,"Greer, SC",SC,,-7
2759,6,1100,15,6,139,828,4,20366,2017-07-22,31453,32945,3779,EV,IAH,"Houston, TX",TX,LEX,"Lexington, KY",KY,,-7
2760,5,630,28,6,333,"2,704",11,21171,2017-07-14,32457,30721,350,VX,SFO,"San Francisco, CA",CA,BOS,"Boston, MA",MA,,-22
2761,4,1433,13,7,90,432,2,19790,2017-07-13,32337,30397,1613,DL,IND,"Indianapolis, IN",IN,ATL,"Atlanta, GA",GA,,-11
2762,5,700,14,5,78,391,2,19977,2017-07-21,34614,30325,268,UA,SLC,"Salt Lake City, UT",UT,DEN,"Denver, CO",CO,,-22
2763,3,1035,18,14,75,190,1,20366,2017-07-12,30476,30194,2817,EV,SHV,"Shreveport, LA",LA,DFW,"Dallas/Fort Worth, TX",TX,,1
2764,7,1830,11,9,162,"1,099",5,19393,2017-07-09,33316,32211,5199,WN,OMA,"Omaha, NE",NE,LAS,"Las Vegas, NV",NV,,-10
2765,3,1138,14,6,52,143,1,20304,2017-07-12,30397,30208,4657,OO,ATL,"Atlanta, GA",GA,AGS,"Augusta, GA",GA,,-2
2766,2,1535,18,20,109,453,2,19805,2017-07-04,34100,31295,1792,AA,PHL,"Philadelphia, PA",PA,DTW,"Detroit, MI",MI,,-3
2768,2,2145,11,4,103,651,3,19393,2017-07-11,32457,30466,4061,WN,SFO,"San Francisco, CA",CA,PHX,"Phoenix, AZ",AZ,,-22
2769,3,950,11,5,51,177,1,19977,2017-07-26,32337,30977,1500,UA,IND,"Indianapolis, IN",IN,ORD,"Chicago, IL",IL,,-29
2771,2,1755,21,9,305,"2,105",9,19790,2017-07-25,30721,34614,1059,DL,BOS,"Boston, MA",MA,SLC,"Salt Lake City, UT",UT,,-26
2772,1,800,65,5,263,"1,127",5,19790,2017-07-17,32467,31295,1143,DL,FLL,"Fort Lauderdale, FL",FL,DTW,"Detroit, MI",MI,,539
2773,6,930,22,19,161,719,3,19805,2017-07-08,31703,30977,394,AA,EWR,"Newark, NJ",NJ,ORD,"Chicago, IL",IL,,0
2774,4,1700,7,3,67,365,2,19393,2017-07-27,32211,30436,3238,WN,LAS,"Las Vegas, NV",NV,TUS,"Tucson, AZ",AZ,,13
2775,5,1015,13,4,158,"1,129",5,19393,2017-07-28,33214,33570,1941,WN,SAT,"San Antonio, TX",TX,SAN,"San Diego, CA",CA,,-4
2776,7,1705,15,10,128,752,4,20304,2017-07-02,31648,30325,5946,OO,FCA,"Kalispell, MT",MT,DEN,"Denver, CO",CO,,-16
2777,1,1650,10,4,71,362,2,19393,2017-07-10,32457,32575,1242,WN,OAK,"Oakland, CA",CA,ONT,"Ontario, CA",CA,,-10
2778,2,600,7,6,149,"1,024",5,19393,2017-07-25,33044,30325,6811,WN,SDF,"Louisville, KY",KY,DEN,"Denver, CO",CO,,-21
2779,3,1624,11,5,197,"1,476",6,20436,2017-07-19,30325,30852,720,F9,DEN,"Denver, CO",CO,DCA,"Washington, DC",VA,,-20
2780,5,1342,14,4,63,224,1,19930,2017-07-21,31884,30559,989,AS,GEG,"Spokane, WA",WA,SEA,"Seattle, WA",WA,,9
2781,4,2035,21,17,94,393,2,19790,2017-07-13,31650,33198,1530,DL,MSP,"Minneapolis, MN",MN,MCI,"Kansas City, MO",MO,,-5
2782,2,1535,14,5,111,643,3,19977,2017-07-18,31453,33198,285,UA,IAH,"Houston, TX",TX,MCI,"Kansas City, MO",MO,,-20
2783,1,1610,7,6,109,718,3,19393,2017-07-24,33198,30140,1017,WN,MCI,"Kansas City, MO",MO,ABQ,"Albuquerque, NM",NM,,49
2785,7,2245,27,5,326,"2,625",11,19977,2017-07-16,32457,30529,2410,UA,SFO,"San Francisco, CA",CA,BDL,"Hartford, CT",CT,,-10
2786,6,1010,16,16,58,67,1,20304,2017-07-29,33342,30977,3118,OO,MKE,"Milwaukee, WI",WI,ORD,"Chicago, IL",IL,,0
2787,1,1100,15,4,50,175,1,20304,2017-07-24,34614,35389,7432,OO,SLC,"Salt Lake City, UT",UT,TWF,"Twin Falls, ID",ID,,-5
2788,5,1940,21,9,82,297,2,19790,2017-07-14,33342,31650,2543,DL,MKE,"Milwaukee, WI",WI,MSP,"Minneapolis, MN",MN,,6
2789,5,2130,16,4,158,"1,076",5,20409,2017-07-21,31703,32467,1371,B6,LGA,"New York, NY",NY,FLL,"Fort Lauderdale, FL",FL,,35
2790,3,1108,11,5,64,266,2,20366,2017-07-12,30785,31703,3811,EV,BTV,"Burlington, VT",VT,EWR,"Newark, NJ",NJ,,18
2791,3,2231,16,3,88,422,2,19790,2017-07-19,34614,34570,1120,DL,SLC,"Salt Lake City, UT",UT,RNO,"Reno, NV",NV,,-8
2792,1,1144,6,4,46,213,1,19930,2017-07-17,35991,30913,61,AS,YAK,"Yakutat, AK",AK,CDV,"Cordova, AK",AK,,0
2793,5,1440,13,4,193,"1,448",6,19930,2017-07-14,30559,30299,991,AS,SEA,"Seattle, WA",WA,ANC,"Anchorage, AK",AK,,-23
2794,1,1555,8,7,169,"1,052",5,19393,2017-07-17,31703,34027,1691,WN,ISP,"Islip, NY",NY,PBI,"West Palm Beach/Palm Beach, FL",FL,,15
2795,4,730,21,11,181,"1,250",6,19977,2017-07-27,34614,30977,1649,UA,SLC,"Salt Lake City, UT",UT,ORD,"Chicago, IL",IL,,-18
2797,3,2107,21,5,115,641,3,20416,2017-07-12,30325,30194,720,NK,DEN,"Denver, CO",CO,DFW,"Dallas/Fort Worth, TX",TX,,-1
2798,6,620,16,9,78,323,2,20366,2017-07-01,32945,30977,3962,EV,LEX,"Lexington, KY",KY,ORD,"Chicago, IL",IL,,490
2799,5,930,17,7,305,"2,296",10,19805,2017-07-07,31057,32457,461,AA,CLT,"Charlotte, NC",NC,SFO,"San Francisco, CA",CA,,-20
2800,7,1954,19,6,68,259,2,19790,2017-07-16,30994,30397,2023,DL,CHS,"Charleston, SC",SC,ATL,"Atlanta, GA",GA,,-13
2802,7,2240,14,4,63,257,2,19805,2017-07-30,31057,34524,1902,AA,CLT,"Charlotte, NC",NC,RIC,"Richmond, VA",VA,,-9
2803,5,535,12,5,48,151,1,19790,2017-07-21,30255,30397,2158,DL,HSV,"Huntsville, AL",AL,ATL,"Atlanta, GA",GA,,-12
2804,7,1200,15,4,133,892,4,19805,2017-07-02,31714,30852,527,AA,RSW,"Fort Myers, FL",FL,DCA,"Washington, DC",VA,,-23
2805,3,1740,19,5,78,316,2,20366,2017-07-19,31453,33256,4075,EV,IAH,"Houston, TX",TX,MFE,"Mission/McAllen/Edinburg, TX",TX,,-2
2806,2,2240,47,8,309,"2,125",9,19805,2017-07-25,32575,31057,696,AA,LAX,"Los Angeles, CA",CA,CLT,"Charlotte, NC",NC,,40
2807,4,800,14,7,147,925,4,19977,2017-07-27,30977,31453,936,UA,ORD,"Chicago, IL",IL,IAH,"Houston, TX",TX,,-12
2808,1,1931,35,15,198,"1,121",5,20409,2017-07-31,30721,31454,1151,B6,BOS,"Boston, MA",MA,MCO,"Orlando, FL",FL,,48
2809,3,1057,10,10,145,926,4,20416,2017-07-19,33495,31295,810,NK,MSY,"New Orleans, LA",LA,DTW,"Detroit, MI",MI,,-18
2810,5,2359,12,3,305,"2,248",9,20409,2017-07-21,32211,31703,1248,B6,LAS,"Las Vegas, NV",NV,JFK,"New York, NY",NY,,20
2811,2,1855,32,9,246,"1,597",7,19977,2017-07-18,30721,31453,1823,UA,BOS,"Boston, MA",MA,IAH,"Houston, TX",TX,,53
2813,7,1800,17,3,289,"2,075",9,19805,2017-07-02,34100,30466,1881,AA,PHL,"Philadelphia, PA",PA,PHX,"Phoenix, AZ",AZ,,-8
2814,3,2125,11,9,102,577,3,19393,2017-07-26,30852,30397,742,WN,BWI,"Baltimore, MD",MD,ATL,"Atlanta, GA",GA,,66
2815,2,1038,8,10,42,100,1,19690,2017-07-11,33830,32134,145,HA,OGG,"Kahului, HI",HI,HNL,"Honolulu, HI",HI,,7
2816,2,830,15,5,134,872,4,19805,2017-07-25,30466,30423,1840,AA,PHX,"Phoenix, AZ",AZ,AUS,"Austin, TX",TX,,-9
2817,5,100,11,7,177,"1,399",6,19790,2017-07-28,30559,31650,2440,DL,SEA,"Seattle, WA",WA,MSP,"Minneapolis, MN",MN,,-20
2818,7,1929,28,10,114,457,2,19790,2017-07-23,30397,30990,2110,DL,ATL,"Atlanta, GA",GA,CHO,"Charlottesville, VA",VA,,22
2819,6,915,10,11,83,353,2,19393,2017-07-15,32457,32575,908,WN,OAK,"Oakland, CA",CA,LGB,"Long Beach, CA",CA,,-4
2820,6,825,12,4,121,687,3,19393,2017-07-29,31453,31123,4492,WN,HOU,"Houston, TX",TX,STL,"St. Louis, MO",MO,,0
2821,3,550,11,7,114,707,3,19790,2017-07-19,33485,30397,1853,DL,MSN,"Madison, WI",WI,ATL,"Atlanta, GA",GA,,-18
2822,4,800,15,4,89,447,2,19393,2017-07-27,32457,33570,3865,WN,SFO,"San Francisco, CA",CA,SAN,"San Diego, CA",CA,,-8
2823,4,815,9,13,112,640,3,19790,2017-07-27,31986,30397,1369,DL,GRR,"Grand Rapids, MI",MI,ATL,"Atlanta, GA",GA,,119
2824,6,1927,17,7,300,"2,176",9,20416,2017-07-08,34100,32211,373,NK,PHL,"Philadelphia, PA",PA,LAS,"Las Vegas, NV",NV,,-36
2825,3,1703,17,8,121,590,3,19790,2017-07-26,34614,32575,2260,DL,SLC,"Salt Lake City, UT",UT,LAX,"Los Angeles, CA",CA,,-6
2826,3,828,11,2,98,612,3,20409,2017-07-05,34492,30721,2184,B6,RDU,"Raleigh/Durham, NC",NC,BOS,"Boston, MA",MA,,-28
2828,4,1930,8,5,127,825,4,19393,2017-07-06,33495,30977,1147,WN,MSY,"New Orleans, LA",LA,MDW,"Chicago, IL",IL,,7
2829,7,1118,34,6,88,224,1,20304,2017-07-30,31884,30559,4696,OO,GEG,"Spokane, WA",WA,SEA,"Seattle, WA",WA,,24
2830,5,1530,66,4,141,292,2,20366,2017-07-21,31703,34524,5362,EV,LGA,"New York, NY",NY,RIC,"Richmond, VA",VA,,27
2831,2,1020,20,5,119,563,3,20366,2017-07-04,30721,30647,4336,EV,BOS,"Boston, MA",MA,CLE,"Cleveland, OH",OH,,-21
2832,5,1739,55,11,189,937,4,19977,2017-07-07,31703,31454,434,UA,EWR,"Newark, NJ",NJ,MCO,"Orlando, FL",FL,,7
2833,7,1825,9,8,158,978,4,19930,2017-07-02,32575,30559,279,AS,SNA,"Santa Ana, CA",CA,SEA,"Seattle, WA",WA,,-2
2834,7,1022,13,16,151,867,4,20409,2017-07-30,30721,30977,311,B6,BOS,"Boston, MA",MA,ORD,"Chicago, IL",IL,,-28
2835,6,1945,12,5,89,456,2,19393,2017-07-15,30693,31295,3435,WN,BNA,"Nashville, TN",TN,DTW,"Detroit, MI",MI,,0
2836,4,1345,9,17,86,390,2,19393,2017-07-20,34570,32575,3126,WN,RNO,"Reno, NV",NV,LAX,"Los Angeles, CA",CA,,-4
2837,3,1930,23,14,152,733,3,19805,2017-07-26,31703,30977,359,AA,LGA,"New York, NY",NY,ORD,"Chicago, IL",IL,,-26
2838,2,1852,32,3,349,"2,329",10,19930,2017-07-18,30852,30559,3,AS,DCA,"Washington, DC",VA,SEA,"Seattle, WA",WA,,32
2839,3,1000,9,9,62,239,1,19393,2017-07-12,30194,31453,15,WN,DAL,"Dallas, TX",TX,HOU,"Houston, TX",TX,,-3
2840,6,940,17,4,118,704,3,19393,2017-07-22,30977,33667,5893,WN,MDW,"Chicago, IL",IL,ORF,"Norfolk, VA",VA,,4
2841,5,1225,31,5,167,972,4,19393,2017-07-07,30977,30423,3014,WN,MDW,"Chicago, IL",IL,AUS,"Austin, TX",TX,,29
2842,5,1450,14,11,357,"2,611",11,19805,2017-07-28,30721,32575,147,AA,BOS,"Boston, MA",MA,LAX,"Los Angeles, CA",CA,,-36
2844,5,1930,8,2,65,401,2,19393,2017-07-28,30693,31481,888,WN,BNA,"Nashville, TN",TN,ECP,"Panama City, FL",FL,,24
2845,4,715,12,5,152,"1,034",5,20416,2017-07-27,31453,31650,346,NK,IAH,"Houston, TX",TX,MSP,"Minneapolis, MN",MN,,-19
2848,7,750,26,7,174,"1,107",5,19393,2017-07-30,30559,30466,4680,WN,SEA,"Seattle, WA",WA,PHX,"Phoenix, AZ",AZ,,-9
2849,3,900,38,7,180,936,4,19790,2017-07-12,31650,30852,1579,DL,MSP,"Minneapolis, MN",MN,BWI,"Baltimore, MD",MD,,34
2850,5,950,24,2,100,516,3,19790,2017-07-07,30397,33667,2074,DL,ATL,"Atlanta, GA",GA,ORF,"Norfolk, VA",VA,,13
2851,6,1102,26,2,216,"1,599",7,19790,2017-07-29,30397,34945,661,DL,ATL,"Atlanta, GA",GA,STT,"Charlotte Amalie, VI",VI,,-3
2852,3,735,8,4,57,224,1,20304,2017-07-12,31884,30559,4738,OO,GEG,"Spokane, WA",WA,SEA,"Seattle, WA",WA,,-24
2853,6,2035,20,5,165,994,4,19393,2017-07-29,32467,30198,2812,WN,FLL,"Fort Lauderdale, FL",FL,PIT,"Pittsburgh, PA",PA,,-1
2854,7,1341,14,8,142,866,4,20304,2017-07-02,33851,34614,4546,OO,OKC,"Oklahoma City, OK",OK,SLC,"Salt Lake City, UT",UT,,-5
2855,3,950,33,3,74,216,1,20304,2017-07-05,34614,31921,4292,OO,SLC,"Salt Lake City, UT",UT,GJT,"Grand Junction, CO",CO,,8
2856,1,1900,15,9,247,"1,660",7,19805,2017-07-24,30194,30559,1610,AA,DFW,"Dallas/Fort Worth, TX",TX,SEA,"Seattle, WA",WA,,-12
2857,2,1305,18,11,144,868,4,19805,2017-07-11,30194,30466,2341,AA,DFW,"Dallas/Fort Worth, TX",TX,PHX,"Phoenix, AZ",AZ,,36
2858,7,1540,11,16,221,"1,501",7,19790,2017-07-02,32467,31650,1525,DL,MIA,"Miami, FL",FL,MSP,"Minneapolis, MN",MN,,-20
2859,2,1801,41,20,116,286,2,20304,2017-07-18,33044,30977,2971,OO,SDF,"Louisville, KY",KY,ORD,"Chicago, IL",IL,,16
2860,7,1548,21,8,71,274,2,20304,2017-07-30,31650,33367,4700,OO,MSP,"Minneapolis, MN",MN,MLI,"Moline, IL",IL,,-5
2861,2,716,16,8,131,689,3,20304,2017-07-11,34614,30559,4741,OO,SLC,"Salt Lake City, UT",UT,SEA,"Seattle, WA",WA,,188
2862,1,1815,32,7,215,"1,258",6,19805,2017-07-17,30721,32467,1172,AA,BOS,"Boston, MA",MA,MIA,"Miami, FL",FL,,-4
2863,2,824,16,15,230,"1,491",6,19977,2017-07-04,30852,30325,270,UA,BWI,"Baltimore, MD",MD,DEN,"Denver, CO",CO,,-1
2864,7,1530,23,8,319,"2,565",11,19977,2017-07-30,32457,31703,3,UA,SFO,"San Francisco, CA",CA,EWR,"Newark, NJ",NJ,,35
2865,1,2120,9,10,66,325,2,19393,2017-07-24,32575,32457,378,WN,BUR,"Burbank, CA",CA,OAK,"Oakland, CA",CA,,2
2866,1,1758,11,7,134,909,4,19930,2017-07-31,32523,30559,78,AS,JNU,"Juneau, AK",AK,SEA,"Seattle, WA",WA,,-13
2867,3,1743,25,6,147,862,4,19977,2017-07-26,30325,31453,1975,UA,DEN,"Denver, CO",CO,IAH,"Houston, TX",TX,,-5
2869,6,1535,16,5,68,313,2,20304,2017-07-01,30325,31865,5043,OO,DEN,"Denver, CO",CO,GCC,"Gillette, WY",WY,,-11
2870,6,1101,21,5,116,575,3,20304,2017-07-22,34614,33264,3552,OO,SLC,"Salt Lake City, UT",UT,MFR,"Medford, OR",OR,,-4
2871,3,955,27,3,155,991,4,19790,2017-07-05,34614,31650,1280,DL,SLC,"Salt Lake City, UT",UT,MSP,"Minneapolis, MN",MN,,-4
2872,5,2030,10,4,145,998,4,19393,2017-07-28,30852,33495,3525,WN,BWI,"Baltimore, MD",MD,MSY,"New Orleans, LA",LA,,-1
2873,2,1930,9,4,90,480,2,19393,2017-07-25,33570,33192,197,WN,SAN,"San Diego, CA",CA,SMF,"Sacramento, CA",CA,,3
2874,3,855,14,4,175,"1,192",5,19805,2017-07-05,30194,30852,2290,AA,DFW,"Dallas/Fort Worth, TX",TX,DCA,"Washington, DC",VA,,-13
2875,4,1910,12,11,141,872,4,20436,2017-07-20,33244,30325,571,F9,MEM,"Memphis, TN",TN,DEN,"Denver, CO",CO,,-12
2876,6,720,15,6,62,228,1,19393,2017-07-15,31295,30977,303,WN,DTW,"Detroit, MI",MI,MDW,"Chicago, IL",IL,,-4
2877,1,700,19,5,62,145,1,20366,2017-07-03,30146,30397,5290,EV,ABY,"Albany, GA",GA,ATL,"Atlanta, GA",GA,,-1
2878,2,1035,12,12,72,258,2,19393,2017-07-11,33570,32211,415,WN,SAN,"San Diego, CA",CA,LAS,"Las Vegas, NV",NV,,3
2879,5,1830,16,7,122,563,3,20416,2017-07-28,31703,31135,347,NK,LGA,"New York, NY",NY,MYR,"Myrtle Beach, SC",SC,,150
2880,1,1810,7,8,220,"1,642",7,19393,2017-07-17,31453,32457,41,WN,HOU,"Houston, TX",TX,OAK,"Oakland, CA",CA,,1
